,First AdjEM,First AdjO,First AdjD,First AdjT,First Luck,Second AdjEM,Second AdjO,Second AdjD,Second AdjT,Second Luck,Location,Result
7936,-7.49,102.8,110.3,66.6,0.002,-5.67,98.6,104.3,68.4,0.077,1,0
7937,-7.49,102.8,110.3,66.6,0.002,-1.98,103.3,105.3,67.8,-0.015,1,0
7938,-7.49,102.8,110.3,66.6,0.002,-2.09,100.9,103.0,64.1,-0.004,1,0
7939,-7.49,102.8,110.3,66.6,0.002,-0.28,106.3,106.6,68.9,0.003,1,1
7940,-7.49,102.8,110.3,66.6,0.002,-1.98,103.3,105.3,67.8,-0.015,-1,0
7941,-7.49,102.8,110.3,66.6,0.002,-5.67,98.6,104.3,68.4,0.077,-1,0
7942,-7.49,102.8,110.3,66.6,0.002,-18.52,91.9,110.4,64.7,-0.116,1,1
7943,-7.49,102.8,110.3,66.6,0.002,-17.04,91.7,108.8,66.8,-0.047,1,1
7944,-7.49,102.8,110.3,66.6,0.002,-31.57,79.4,110.9,62.3,-0.055,-1,1
7945,-7.49,102.8,110.3,66.6,0.002,-10.52,99.4,109.9,69.2,0.059,-1,1
7946,-7.49,102.8,110.3,66.6,0.002,-1.31,102.9,104.2,67.4,0.022,1,1
7947,-7.49,102.8,110.3,66.6,0.002,-5.57,105.6,111.2,64.9,-0.019,1,1
7948,-7.49,102.8,110.3,66.6,0.002,-15.16,98.4,113.6,66.7,-0.067,1,0
7949,-7.49,102.8,110.3,66.6,0.002,-10.52,99.4,109.9,69.2,0.059,1,1
7950,-7.49,102.8,110.3,66.6,0.002,-31.57,79.4,110.9,62.3,-0.055,1,1
7951,-7.49,102.8,110.3,66.6,0.002,-0.28,106.3,106.6,68.9,0.003,-1,0
7952,-7.49,102.8,110.3,66.6,0.002,-2.09,100.9,103.0,64.1,-0.004,-1,0
7953,-7.49,102.8,110.3,66.6,0.002,-15.16,98.4,113.6,66.7,-0.067,1,0
7954,-7.49,102.8,110.3,66.6,0.002,-10.97,94.4,105.4,71.9,-0.021,1,1
7955,-7.49,102.8,110.3,66.6,0.002,11.14,105.5,94.4,61.8,-0.052,-1,0
7956,-7.65,97.0,104.6,64.4,-0.064,4.41,108.2,103.8,67.2,-0.076,-1,0
7957,-7.65,97.0,104.6,64.4,-0.064,1.6,101.5,99.9,67.3,0.062,-1,0
7958,-7.65,97.0,104.6,64.4,-0.064,-3.99,105.4,109.4,65.1,0.043,1,1
7959,-7.65,97.0,104.6,64.4,-0.064,-9.85,98.8,108.7,65.9,-0.047,0,1
7960,-7.65,97.0,104.6,64.4,-0.064,3.7,102.5,98.8,62.1,-0.071,0,1
7961,-7.65,97.0,104.6,64.4,-0.064,14.45,112.9,98.4,65.4,0.121,0,0
7962,-7.65,97.0,104.6,64.4,-0.064,-4.68,97.8,102.4,67.2,-0.045,-1,0
7963,-7.65,97.0,104.6,64.4,-0.064,-5.57,105.6,111.2,64.9,-0.019,1,1
7964,-7.65,97.0,104.6,64.4,-0.064,4.41,108.2,103.8,67.2,-0.076,1,1
7965,-7.65,97.0,104.6,64.4,-0.064,-1.22,111.8,113.0,69.1,0.052,1,1
7966,-7.65,97.0,104.6,64.4,-0.064,14.85,116.8,101.9,64.7,-0.02,1,0
7967,-7.65,97.0,104.6,64.4,-0.064,-6.58,99.9,106.5,65.8,-0.055,-1,0
7968,-7.65,97.0,104.6,64.4,-0.064,-17.33,90.2,107.5,68.8,0.015,-1,0
7969,-7.65,97.0,104.6,64.4,-0.064,10.91,109.6,98.7,64.8,-0.015,-1,0
7970,-7.65,97.0,104.6,64.4,-0.064,-4.66,102.6,107.3,68.8,0.076,-1,0
7971,-7.65,97.0,104.6,64.4,-0.064,1.52,104.5,102.9,66.4,-0.063,1,0
7972,-7.65,97.0,104.6,64.4,-0.064,2.64,107.0,104.3,66.7,0.038,1,0
7973,-7.65,97.0,104.6,64.4,-0.064,3.97,108.8,104.9,69.0,0.06,1,0
7974,-7.65,97.0,104.6,64.4,-0.064,2.04,105.1,103.1,65.5,0.155,1,0
7975,-7.65,97.0,104.6,64.4,-0.064,2.04,105.1,103.1,65.5,0.155,-1,0
7976,-7.65,97.0,104.6,64.4,-0.064,2.27,104.7,102.4,73.5,-0.035,-1,0
7977,-7.65,97.0,104.6,64.4,-0.064,-4.66,102.6,107.3,68.8,0.076,1,0
7978,-7.65,97.0,104.6,64.4,-0.064,10.91,109.6,98.7,64.8,-0.015,1,1
7979,-7.65,97.0,104.6,64.4,-0.064,2.64,107.0,104.3,66.7,0.038,-1,0
7980,-7.65,97.0,104.6,64.4,-0.064,1.52,104.5,102.9,66.4,-0.063,-1,0
7981,-7.65,97.0,104.6,64.4,-0.064,3.97,108.8,104.9,69.0,0.06,-1,0
7982,-7.65,97.0,104.6,64.4,-0.064,2.27,104.7,102.4,73.5,-0.035,1,0
7983,-7.65,97.0,104.6,64.4,-0.064,-17.33,90.2,107.5,68.8,0.015,1,1
7984,-7.65,97.0,104.6,64.4,-0.064,-6.58,99.9,106.5,65.8,-0.055,1,0
7985,-7.65,97.0,104.6,64.4,-0.064,-17.33,90.2,107.5,68.8,0.015,0,1
7986,-7.65,97.0,104.6,64.4,-0.064,10.91,109.6,98.7,64.8,-0.015,0,0
7987,-7.69,95.7,103.4,71.0,-0.015,-5.36,105.4,110.8,66.6,-0.108,-1,0
7988,-7.69,95.7,103.4,71.0,-0.015,-0.89,102.7,103.6,69.1,0.045,1,0
7989,-7.69,95.7,103.4,71.0,-0.015,22.72,120.5,97.8,69.7,-0.061,-1,0
7990,-7.69,95.7,103.4,71.0,-0.015,-17.54,93.9,111.4,63.9,-0.038,-1,1
7991,-7.69,95.7,103.4,71.0,-0.015,-0.48,103.3,103.8,69.5,0.023,-1,0
7992,-7.69,95.7,103.4,71.0,-0.015,-12.72,93.0,105.8,64.6,-0.034,1,0
7993,-7.69,95.7,103.4,71.0,-0.015,-16.2,93.9,110.2,64.9,0.029,-1,0
7994,-7.69,95.7,103.4,71.0,-0.015,12.63,109.8,97.1,66.8,-0.133,-1,0
7995,-7.69,95.7,103.4,71.0,-0.015,-3.86,104.1,107.9,69.7,-0.0,1,0
7996,-7.69,95.7,103.4,71.0,-0.015,-13.72,95.1,108.8,64.3,0.008,-1,1
7997,-7.69,95.7,103.4,71.0,-0.015,0.61,106.7,106.1,68.5,0.051,-1,0
7998,-7.69,95.7,103.4,71.0,-0.015,-6.67,100.2,106.8,65.3,0.026,1,0
7999,-7.69,95.7,103.4,71.0,-0.015,2.94,104.3,101.4,67.5,0.085,1,0
8000,-7.69,95.7,103.4,71.0,-0.015,-14.6,99.2,113.8,70.0,-0.028,1,0
8001,-7.69,95.7,103.4,71.0,-0.015,0.61,106.7,106.1,68.5,0.051,1,0
8002,-7.69,95.7,103.4,71.0,-0.015,-16.91,95.5,112.4,65.1,0.007,-1,1
8003,-7.69,95.7,103.4,71.0,-0.015,-3.82,107.7,111.5,69.6,0.1,1,1
8004,-7.69,95.7,103.4,71.0,-0.015,-3.82,107.7,111.5,69.6,0.1,-1,1
8005,-7.69,95.7,103.4,71.0,-0.015,-13.72,95.1,108.8,64.3,0.008,1,1
8006,-7.69,95.7,103.4,71.0,-0.015,2.94,104.3,101.4,67.5,0.085,-1,0
8007,-7.69,95.7,103.4,71.0,-0.015,-6.67,100.2,106.8,65.3,0.026,-1,0
8008,-7.69,95.7,103.4,71.0,-0.015,-16.91,95.5,112.4,65.1,0.007,1,1
8009,-7.69,95.7,103.4,71.0,-0.015,-0.48,103.3,103.8,69.5,0.023,1,1
8010,-7.69,95.7,103.4,71.0,-0.015,-17.54,93.9,111.4,63.9,-0.038,1,1
8011,-7.69,95.7,103.4,71.0,-0.015,-14.6,99.2,113.8,70.0,-0.028,-1,1
8012,-7.69,95.7,103.4,71.0,-0.015,-3.86,104.1,107.9,69.7,-0.0,-1,0
8013,-7.69,95.7,103.4,71.0,-0.015,-17.54,93.9,111.4,63.9,-0.038,0,1
8014,-7.69,95.7,103.4,71.0,-0.015,0.61,106.7,106.1,68.5,0.051,0,1
8015,-7.69,95.7,103.4,71.0,-0.015,-3.82,107.7,111.5,69.6,0.1,0,0
8016,-7.73,100.5,108.2,68.6,0.097,-0.43,94.7,95.1,67.6,0.017,1,1
8017,-7.73,100.5,108.2,68.6,0.097,-1.69,100.9,102.6,64.3,-0.078,-1,0
8018,-7.73,100.5,108.2,68.6,0.097,-13.57,90.2,103.8,67.7,-0.064,0,1
8019,-7.73,100.5,108.2,68.6,0.097,3.83,104.9,101.1,65.3,-0.034,0,1
8020,-7.73,100.5,108.2,68.6,0.097,-19.7,94.8,114.5,69.6,-0.051,1,1
8021,-7.73,100.5,108.2,68.6,0.097,-5.77,98.1,103.9,66.3,0.111,-1,1
8022,-7.73,100.5,108.2,68.6,0.097,-4.96,102.9,107.9,68.8,-0.029,1,0
8023,-7.73,100.5,108.2,68.6,0.097,3.86,107.3,103.5,66.2,-0.121,-1,0
8024,-7.73,100.5,108.2,68.6,0.097,-19.94,92.3,112.2,68.9,-0.002,-1,1
8025,-7.73,100.5,108.2,68.6,0.097,-6.04,101.2,107.2,70.5,0.011,-1,1
8026,-7.73,100.5,108.2,68.6,0.097,8.95,108.0,99.0,69.2,-0.006,-1,0
8027,-7.73,100.5,108.2,68.6,0.097,-7.8,97.4,105.2,68.2,0.045,1,1
8028,-7.73,100.5,108.2,68.6,0.097,-1.47,100.3,101.8,64.3,-0.044,1,0
8029,-7.73,100.5,108.2,68.6,0.097,-5.77,98.1,103.9,66.3,0.111,1,1
8030,-7.73,100.5,108.2,68.6,0.097,1.12,102.6,101.4,66.2,0.076,-1,0
8031,-7.73,100.5,108.2,68.6,0.097,7.24,100.3,93.0,65.9,0.018,-1,0
8032,-7.73,100.5,108.2,68.6,0.097,-2.88,100.8,103.7,66.2,-0.048,1,1
8033,-7.73,100.5,108.2,68.6,0.097,-1.47,100.3,101.8,64.3,-0.044,-1,0
8034,-7.73,100.5,108.2,68.6,0.097,-7.8,97.4,105.2,68.2,0.045,-1,0
8035,-7.73,100.5,108.2,68.6,0.097,-4.4,99.2,103.6,66.9,-0.01,-1,0
8036,-7.73,100.5,108.2,68.6,0.097,1.12,102.6,101.4,66.2,0.076,1,0
8037,-7.73,100.5,108.2,68.6,0.097,-4.96,102.9,107.9,68.8,-0.029,-1,1
8038,-7.73,100.5,108.2,68.6,0.097,-2.85,100.6,103.5,64.3,-0.072,-1,1
8039,-7.73,100.5,108.2,68.6,0.097,-4.4,99.2,103.6,66.9,-0.01,1,1
8040,-7.73,100.5,108.2,68.6,0.097,-2.88,100.8,103.7,66.2,-0.048,-1,0
8041,-7.73,100.5,108.2,68.6,0.097,-2.85,100.6,103.5,64.3,-0.072,1,0
8042,-7.73,100.5,108.2,68.6,0.097,7.24,100.3,93.0,65.9,0.018,1,0
8043,-7.73,100.5,108.2,68.6,0.097,8.95,108.0,99.0,69.2,-0.006,1,1
8044,-7.73,100.5,108.2,68.6,0.097,-4.4,99.2,103.6,66.9,-0.01,0,0
8045,-7.8,97.4,105.2,68.2,0.045,14.8,113.9,99.1,67.7,0.088,-1,0
8046,-7.8,97.4,105.2,68.2,0.045,-0.86,102.7,103.5,67.7,0.074,-1,0
8047,-7.8,97.4,105.2,68.2,0.045,10.71,109.2,98.5,65.7,0.1,-1,0
8048,-7.8,97.4,105.2,68.2,0.045,-1.98,103.3,105.3,67.8,-0.015,-1,0
8049,-7.8,97.4,105.2,68.2,0.045,-11.71,92.0,103.7,72.2,-0.017,1,1
8050,-7.8,97.4,105.2,68.2,0.045,-1.62,103.4,105.0,71.7,0.041,1,0
8051,-7.8,97.4,105.2,68.2,0.045,-2.85,100.6,103.5,64.3,-0.072,1,0
8052,-7.8,97.4,105.2,68.2,0.045,1.12,102.6,101.4,66.2,0.076,1,0
8053,-7.8,97.4,105.2,68.2,0.045,-2.09,100.9,103.0,64.1,-0.004,-1,0
8054,-7.8,97.4,105.2,68.2,0.045,-7.49,102.8,110.3,66.6,0.002,-1,0
8055,-7.8,97.4,105.2,68.2,0.045,3.39,106.9,103.5,71.0,-0.033,0,1
8056,-7.8,97.4,105.2,68.2,0.045,-2.96,104.4,107.4,70.2,0.072,1,1
8057,-7.8,97.4,105.2,68.2,0.045,-4.96,102.9,107.9,68.8,-0.029,1,1
8058,-7.8,97.4,105.2,68.2,0.045,-1.47,100.3,101.8,64.3,-0.044,-1,0
8059,-7.8,97.4,105.2,68.2,0.045,-7.73,100.5,108.2,68.6,0.097,-1,0
8060,-7.8,97.4,105.2,68.2,0.045,7.24,100.3,93.0,65.9,0.018,-1,0
8061,-7.8,97.4,105.2,68.2,0.045,-4.4,99.2,103.6,66.9,-0.01,1,1
8062,-7.8,97.4,105.2,68.2,0.045,7.24,100.3,93.0,65.9,0.018,1,1
8063,-7.8,97.4,105.2,68.2,0.045,1.12,102.6,101.4,66.2,0.076,-1,0
8064,-7.8,97.4,105.2,68.2,0.045,-4.4,99.2,103.6,66.9,-0.01,-1,0
8065,-7.8,97.4,105.2,68.2,0.045,-5.77,98.1,103.9,66.3,0.111,-1,0
8066,-7.8,97.4,105.2,68.2,0.045,8.95,108.0,99.0,69.2,-0.006,1,0
8067,-7.8,97.4,105.2,68.2,0.045,-7.73,100.5,108.2,68.6,0.097,1,1
8068,-7.8,97.4,105.2,68.2,0.045,-2.88,100.8,103.7,66.2,-0.048,-1,0
8069,-7.8,97.4,105.2,68.2,0.045,-2.85,100.6,103.5,64.3,-0.072,-1,0
8070,-7.8,97.4,105.2,68.2,0.045,-1.47,100.3,101.8,64.3,-0.044,1,0
8071,-7.8,97.4,105.2,68.2,0.045,8.95,108.0,99.0,69.2,-0.006,-1,0
8072,-7.8,97.4,105.2,68.2,0.045,-4.96,102.9,107.9,68.8,-0.029,-1,1
8073,-7.8,97.4,105.2,68.2,0.045,-2.88,100.8,103.7,66.2,-0.048,1,1
8074,-7.8,97.4,105.2,68.2,0.045,-5.77,98.1,103.9,66.3,0.111,1,1
8075,-7.8,97.4,105.2,68.2,0.045,-2.85,100.6,103.5,64.3,-0.072,0,0
8076,-7.94,99.9,107.8,69.3,-0.086,17.23,111.2,94.0,69.9,-0.028,-1,0
8077,-7.94,99.9,107.8,69.3,-0.086,11.51,109.0,97.5,64.7,0.007,-1,0
8078,-7.94,99.9,107.8,69.3,-0.086,-2.97,102.3,105.3,66.8,-0.036,0,0
8079,-7.94,99.9,107.8,69.3,-0.086,-8.09,102.3,110.3,69.2,0.013,1,1
8080,-7.94,99.9,107.8,69.3,-0.086,25.1,111.5,86.4,67.4,0.029,-1,0
8081,-7.94,99.9,107.8,69.3,-0.086,11.51,109.0,97.5,64.7,0.007,1,0
8082,-7.94,99.9,107.8,69.3,-0.086,-14.19,92.6,106.8,64.1,-0.065,-1,0
8083,-7.94,99.9,107.8,69.3,-0.086,-11.29,99.0,110.3,68.2,0.074,-1,0
8084,-7.94,99.9,107.8,69.3,-0.086,-1.59,98.7,100.3,67.0,0.082,1,0
8085,-7.94,99.9,107.8,69.3,-0.086,-0.28,106.3,106.6,68.9,0.003,-1,0
8086,-7.94,99.9,107.8,69.3,-0.086,7.24,104.6,97.3,67.6,-0.051,-1,0
8087,-7.94,99.9,107.8,69.3,-0.086,9.43,108.5,99.0,68.9,0.066,-1,0
8088,-7.94,99.9,107.8,69.3,-0.086,-12.64,96.0,108.7,68.9,-0.041,-1,1
8089,-7.94,99.9,107.8,69.3,-0.086,-8.63,98.0,106.6,67.5,-0.054,-1,0
8090,-7.94,99.9,107.8,69.3,-0.086,-11.47,94.0,105.5,68.5,-0.024,1,1
8091,-7.94,99.9,107.8,69.3,-0.086,15.42,111.5,96.1,66.1,0.074,-1,0
8092,-7.94,99.9,107.8,69.3,-0.086,15.42,111.5,96.1,66.1,0.074,1,0
8093,-7.94,99.9,107.8,69.3,-0.086,-10.83,94.8,105.6,64.6,0.066,1,0
8094,-7.94,99.9,107.8,69.3,-0.086,4.35,103.4,99.1,64.8,0.024,1,0
8095,-7.94,99.9,107.8,69.3,-0.086,4.35,103.4,99.1,64.8,0.024,-1,0
8096,-7.94,99.9,107.8,69.3,-0.086,9.43,108.5,99.0,68.9,0.066,1,0
8097,-7.94,99.9,107.8,69.3,-0.086,-25.72,83.2,108.9,64.7,-0.0,1,1
8098,-7.94,99.9,107.8,69.3,-0.086,-25.72,83.2,108.9,64.7,-0.0,-1,1
8099,-7.94,99.9,107.8,69.3,-0.086,-11.47,94.0,105.5,68.5,-0.024,-1,0
8100,-7.94,99.9,107.8,69.3,-0.086,-6.41,104.1,110.5,71.8,-0.036,1,1
8101,-7.94,99.9,107.8,69.3,-0.086,-10.83,94.8,105.6,64.6,0.066,-1,1
8102,-7.94,99.9,107.8,69.3,-0.086,-8.63,98.0,106.6,67.5,-0.054,1,0
8103,-7.94,99.9,107.8,69.3,-0.086,-12.64,96.0,108.7,68.9,-0.041,1,1
8104,-7.94,99.9,107.8,69.3,-0.086,-10.83,94.8,105.6,64.6,0.066,0,1
8105,-7.94,99.9,107.8,69.3,-0.086,4.35,103.4,99.1,64.8,0.024,0,0
8106,-7.95,101.2,109.2,70.9,-0.12,-17.04,91.7,108.8,66.8,-0.047,-1,1
8107,-7.95,101.2,109.2,70.9,-0.12,-4.66,102.6,107.3,68.8,0.076,1,0
8108,-7.95,101.2,109.2,70.9,-0.12,-10.47,92.2,102.7,65.2,0.042,1,1
8109,-7.95,101.2,109.2,70.9,-0.12,-25.72,83.2,108.9,64.7,-0.0,1,1
8110,-7.95,101.2,109.2,70.9,-0.12,11.76,108.3,96.6,68.0,-0.001,-1,0
8111,-7.95,101.2,109.2,70.9,-0.12,-10.2,95.3,105.5,64.1,0.023,-1,0
8112,-7.95,101.2,109.2,70.9,-0.12,4.9,106.6,101.7,68.6,-0.033,-1,0
8113,-7.95,101.2,109.2,70.9,-0.12,14.14,109.8,95.6,66.2,0.06,-1,0
8114,-7.95,101.2,109.2,70.9,-0.12,-5.74,101.2,106.9,72.3,-0.017,1,0
8115,-7.95,101.2,109.2,70.9,-0.12,-2.09,100.9,103.0,64.1,-0.004,1,1
8116,-7.95,101.2,109.2,70.9,-0.12,-14.14,98.7,112.9,71.9,0.098,1,0
8117,-7.95,101.2,109.2,70.9,-0.12,-2.48,107.9,110.4,62.0,0.113,-1,0
8118,-7.95,101.2,109.2,70.9,-0.12,-13.57,90.2,103.8,67.7,-0.064,-1,0
8119,-7.95,101.2,109.2,70.9,-0.12,1.97,105.1,103.2,65.1,-0.005,1,0
8120,-7.95,101.2,109.2,70.9,-0.12,-8.09,102.3,110.3,69.2,0.013,1,1
8121,-7.95,101.2,109.2,70.9,-0.12,-8.63,97.2,105.8,67.7,0.003,1,1
8122,-7.95,101.2,109.2,70.9,-0.12,-2.96,104.4,107.4,70.2,0.072,-1,0
8123,-7.95,101.2,109.2,70.9,-0.12,-12.44,96.6,109.0,65.7,-0.009,-1,0
8124,-7.95,101.2,109.2,70.9,-0.12,-4.32,104.7,109.0,66.2,-0.116,1,1
8125,-7.95,101.2,109.2,70.9,-0.12,3.83,104.9,101.1,65.3,-0.034,1,0
8126,-7.95,101.2,109.2,70.9,-0.12,0.49,100.2,99.7,61.5,0.047,-1,0
8127,-7.95,101.2,109.2,70.9,-0.12,-8.09,102.3,110.3,69.2,0.013,-1,0
8128,-7.95,101.2,109.2,70.9,-0.12,-13.57,90.2,103.8,67.7,-0.064,1,1
8129,-7.95,101.2,109.2,70.9,-0.12,-14.14,98.7,112.9,71.9,0.098,-1,0
8130,-7.95,101.2,109.2,70.9,-0.12,1.97,105.1,103.2,65.1,-0.005,-1,0
8131,-7.95,101.2,109.2,70.9,-0.12,-2.48,107.9,110.4,62.0,0.113,1,1
8132,-7.95,101.2,109.2,70.9,-0.12,-4.32,104.7,109.0,66.2,-0.116,-1,0
8133,-8.0,101.6,109.6,67.9,0.006,2.38,100.5,98.2,64.1,-0.048,-1,1
8134,-8.0,101.6,109.6,67.9,0.006,-4.46,99.3,103.8,68.9,0.043,1,1
8135,-8.0,101.6,109.6,67.9,0.006,-13.72,95.1,108.8,64.3,0.008,-1,1
8136,-8.0,101.6,109.6,67.9,0.006,-6.67,100.2,106.8,65.3,0.026,-1,0
8137,-8.0,101.6,109.6,67.9,0.006,-17.85,94.0,111.8,67.1,0.034,0,0
8138,-8.0,101.6,109.6,67.9,0.006,-13.6,93.7,107.4,69.2,0.025,1,1
8139,-8.0,101.6,109.6,67.9,0.006,2.92,99.9,96.9,70.5,0.043,-1,0
8140,-8.0,101.6,109.6,67.9,0.006,-11.08,99.8,110.9,66.4,-0.046,-1,0
8141,-8.0,101.6,109.6,67.9,0.006,17.07,103.4,86.3,65.4,-0.003,-1,0
8142,-8.0,101.6,109.6,67.9,0.006,3.1,105.1,102.0,65.6,-0.084,1,1
8143,-8.0,101.6,109.6,67.9,0.006,-16.2,93.9,110.2,64.9,0.029,1,1
8144,-8.0,101.6,109.6,67.9,0.006,-0.58,100.3,100.9,65.3,0.004,-1,0
8145,-8.0,101.6,109.6,67.9,0.006,-4.24,97.9,102.1,67.1,0.014,-1,0
8146,-8.0,101.6,109.6,67.9,0.006,0.06,101.6,101.5,65.2,-0.01,-1,0
8147,-8.0,101.6,109.6,67.9,0.006,0.77,103.3,102.6,70.9,0.109,1,0
8148,-8.0,101.6,109.6,67.9,0.006,1.47,104.1,102.7,66.1,0.047,-1,0
8149,-8.0,101.6,109.6,67.9,0.006,-12.72,93.0,105.8,64.6,-0.034,1,0
8150,-8.0,101.6,109.6,67.9,0.006,-9.11,97.5,106.6,64.4,-0.052,1,1
8151,-8.0,101.6,109.6,67.9,0.006,-16.2,93.9,110.2,64.9,0.029,-1,1
8152,-8.0,101.6,109.6,67.9,0.006,3.1,105.1,102.0,65.6,-0.084,-1,0
8153,-8.0,101.6,109.6,67.9,0.006,-0.58,100.3,100.9,65.3,0.004,1,1
8154,-8.0,101.6,109.6,67.9,0.006,3.13,99.4,96.3,65.2,-0.005,1,0
8155,-8.0,101.6,109.6,67.9,0.006,0.06,101.6,101.5,65.2,-0.01,1,0
8156,-8.0,101.6,109.6,67.9,0.006,0.77,103.3,102.6,70.9,0.109,-1,0
8157,-8.0,101.6,109.6,67.9,0.006,1.47,104.1,102.7,66.1,0.047,1,1
8158,-8.0,101.6,109.6,67.9,0.006,-9.11,97.5,106.6,64.4,-0.052,-1,1
8159,-8.0,101.6,109.6,67.9,0.006,-12.72,93.0,105.8,64.6,-0.034,-1,0
8160,-8.05,102.2,110.3,68.6,0.067,7.53,101.5,93.9,70.5,0.105,-1,0
8161,-8.05,102.2,110.3,68.6,0.067,-2.52,104.9,107.4,65.5,0.095,-1,0
8162,-8.05,102.2,110.3,68.6,0.067,-1.25,107.7,108.9,65.3,0.021,-1,0
8163,-8.05,102.2,110.3,68.6,0.067,-12.56,93.3,105.8,70.0,0.074,-1,1
8164,-8.05,102.2,110.3,68.6,0.067,11.02,113.9,102.9,64.8,-0.072,1,0
8165,-8.05,102.2,110.3,68.6,0.067,-10.34,96.7,107.0,67.6,0.044,1,0
8166,-8.05,102.2,110.3,68.6,0.067,-11.29,99.0,110.3,68.2,0.074,1,0
8167,-8.05,102.2,110.3,68.6,0.067,15.56,110.7,95.1,70.6,-0.001,-1,0
8168,-8.05,102.2,110.3,68.6,0.067,25.1,111.5,86.4,67.4,0.029,-1,0
8169,-8.05,102.2,110.3,68.6,0.067,3.12,104.2,101.1,67.6,0.034,-1,0
8170,-8.05,102.2,110.3,68.6,0.067,-10.2,95.3,105.5,64.1,0.023,1,0
8171,-8.05,102.2,110.3,68.6,0.067,-8.06,96.4,104.5,64.1,-0.044,-1,1
8172,-8.05,102.2,110.3,68.6,0.067,-6.16,98.4,104.5,66.5,-0.025,1,1
8173,-8.05,102.2,110.3,68.6,0.067,-2.97,102.3,105.3,66.8,-0.036,-1,1
8174,-8.05,102.2,110.3,68.6,0.067,0.22,96.6,96.4,67.4,-0.029,-1,1
8175,-8.05,102.2,110.3,68.6,0.067,-19.94,92.3,112.2,68.9,-0.002,1,1
8176,-8.05,102.2,110.3,68.6,0.067,0.89,105.9,105.0,68.3,0.115,1,0
8177,-8.05,102.2,110.3,68.6,0.067,-10.76,96.8,107.6,67.4,0.023,-1,1
8178,-8.05,102.2,110.3,68.6,0.067,-15.02,90.6,105.6,69.1,0.07,-1,1
8179,-8.05,102.2,110.3,68.6,0.067,-3.46,100.7,104.2,62.4,-0.046,1,0
8180,-8.05,102.2,110.3,68.6,0.067,2.22,105.9,103.7,66.1,0.115,-1,0
8181,-8.05,102.2,110.3,68.6,0.067,-2.97,102.3,105.3,66.8,-0.036,1,0
8182,-8.05,102.2,110.3,68.6,0.067,-8.06,96.4,104.5,64.1,-0.044,1,1
8183,-8.05,102.2,110.3,68.6,0.067,-19.94,92.3,112.2,68.9,-0.002,-1,1
8184,-8.05,102.2,110.3,68.6,0.067,0.89,105.9,105.0,68.3,0.115,-1,0
8185,-8.05,102.2,110.3,68.6,0.067,0.22,96.6,96.4,67.4,-0.029,1,1
8186,-8.05,102.2,110.3,68.6,0.067,-19.94,92.3,112.2,68.9,-0.002,0,1
8187,-8.05,102.2,110.3,68.6,0.067,2.22,105.9,103.7,66.1,0.115,0,0
8188,-8.05,102.2,110.3,68.6,0.067,0.26,101.0,100.8,64.5,0.015,-1,1
8189,-8.05,102.2,110.3,68.6,0.067,1.18,102.8,101.6,66.5,-0.04,-1,0
8190,-8.06,96.4,104.5,64.1,-0.044,11.36,110.1,98.8,66.3,-0.083,-1,0
8191,-8.06,96.4,104.5,64.1,-0.044,-0.18,110.3,110.5,68.9,-0.032,1,1
8192,-8.06,96.4,104.5,64.1,-0.044,-6.04,101.2,107.2,70.5,0.011,1,1
8193,-8.06,96.4,104.5,64.1,-0.044,7.24,104.6,97.3,67.6,-0.051,-1,0
8194,-8.06,96.4,104.5,64.1,-0.044,-0.18,110.3,110.5,68.9,-0.032,0,1
8195,-8.06,96.4,104.5,64.1,-0.044,-8.5,97.0,105.5,72.2,0.038,-1,1
8196,-8.06,96.4,104.5,64.1,-0.044,-14.14,98.7,112.9,71.9,0.098,0,1
8197,-8.06,96.4,104.5,64.1,-0.044,25.1,111.5,86.4,67.4,0.029,-1,0
8198,-8.06,96.4,104.5,64.1,-0.044,4.35,103.4,99.1,64.8,0.024,-1,0
8199,-8.06,96.4,104.5,64.1,-0.044,2.27,104.7,102.4,73.5,-0.035,-1,0
8200,-8.06,96.4,104.5,64.1,-0.044,5.03,106.5,101.5,64.2,-0.031,1,0
8201,-8.06,96.4,104.5,64.1,-0.044,11.02,113.9,102.9,64.8,-0.072,-1,0
8202,-8.06,96.4,104.5,64.1,-0.044,-10.76,96.8,107.6,67.4,0.023,-1,0
8203,-8.06,96.4,104.5,64.1,-0.044,-8.05,102.2,110.3,68.6,0.067,1,0
8204,-8.06,96.4,104.5,64.1,-0.044,0.22,96.6,96.4,67.4,-0.029,-1,0
8205,-8.06,96.4,104.5,64.1,-0.044,0.89,105.9,105.0,68.3,0.115,1,0
8206,-8.06,96.4,104.5,64.1,-0.044,2.22,105.9,103.7,66.1,0.115,1,0
8207,-8.06,96.4,104.5,64.1,-0.044,-19.94,92.3,112.2,68.9,-0.002,-1,1
8208,-8.06,96.4,104.5,64.1,-0.044,-2.97,102.3,105.3,66.8,-0.036,1,0
8209,-8.06,96.4,104.5,64.1,-0.044,-3.46,100.7,104.2,62.4,-0.046,1,1
8210,-8.06,96.4,104.5,64.1,-0.044,-10.2,95.3,105.5,64.1,0.023,-1,1
8211,-8.06,96.4,104.5,64.1,-0.044,-15.02,90.6,105.6,69.1,0.07,-1,0
8212,-8.06,96.4,104.5,64.1,-0.044,-6.16,98.4,104.5,66.5,-0.025,1,0
